INJ_ID,INJ_NO,SPC_DATETIME,PROC_QTY,CV_001,CV_002,CV_003,CV_004,CV_005,CV_006,CV_007,CV_013,CV_014,CV_015,CV_016,CV_017,CV_018,CV_019,CV_020,DAY_COUNT,SV_001,SV_002,SV_003,SV_004,SV_005,SV_008,SV_009,SV_010,SV_011,SV_012,SV_013,SV_014,SV_015,SV_016,SV_017,SV_018,SV_019,SV_020,SV_021,SV_022,SV_023,SV_024,SV_025,SV_028,SV_031,SV_032,SV_033,SV_034,SV_037,SV_038,SV_039,SV_040,SV_041,SV_042,SV_043,SV_044,SV_045,SV_046,SV_049,SV_050,SV_051,SV_055,SV_056,SV_057,SV_058,SV_059,SV_060,SV_063,MOLD_CAVITY,stock_mst_code,weight
2678975.467,12,2023-12-05 17:22,890.5390782,104.288477,510.911523,24,0.102304609,0.197695391,60.5253507,387.9253507,158.0230461,167.0921844,158.9078156,157.0230461,148.9769539,18.02304609,18.02304609,18.02304609,315.5390782,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0230461,6,6,35,30,35,50,65,1,ST00000131,2936.681964
2678975.636,12,2023-12-05 17:22,890.5440882,104.2886022,510.9113978,24,0.102279559,0.197720441,60.52507515,387.9250752,158.0227956,167.0911824,158.9088176,157.0227956,148.9772044,18.02279559,18.02279559,18.02279559,315.5440882,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0227956,6,6,35,30,35,50,65,1,ST00000131,2936.685421
2678975.805,12,2023-12-05 17:22,890.5490982,104.2887275,510.9112725,24,0.102254509,0.197745491,60.5247996,387.9247996,158.0225451,167.0901804,158.9098196,157.0225451,148.9774549,18.02254509,18.02254509,18.02254509,315.5490982,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0225451,6,6,35,30,35,50,65,1,ST00000131,2936.688878
2678975.973,12,2023-12-05 17:22,890.5541082,104.2888527,510.9111473,24,0.102229459,0.197770541,60.52452405,387.924524,158.0222946,167.0891784,158.9108216,157.0222946,148.9777054,18.02229459,18.02229459,18.02229459,315.5541082,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0222946,6,6,35,30,35,50,65,1,ST00000131,2936.692335
2678976.142,12,2023-12-05 17:22,890.5591182,104.288978,510.911022,24,0.102204409,0.197795591,60.5242485,387.9242485,158.0220441,167.0881764,158.9118236,157.0220441,148.9779559,18.02204409,18.02204409,18.02204409,315.5591182,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0220441,6,6,35,30,35,50,65,1,ST00000131,2936.695792
2678976.311,12,2023-12-05 17:22,890.5641283,104.2891032,510.9108968,24,0.102179359,0.197820641,60.52397295,387.9239729,158.0217936,167.0871743,158.9128257,157.0217936,148.9782064,18.02179359,18.02179359,18.02179359,315.5641283,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0217936,6,6,35,30,35,50,65,1,ST00000131,2936.699248
2678976.48,12,2023-12-05 17:22,890.5691383,104.2892285,510.9107715,24,0.102154309,0.197845691,60.52369739,387.9236974,158.0215431,167.0861723,158.9138277,157.0215431,148.9784569,18.02154309,18.02154309,18.02154309,315.5691383,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0215431,6,6,35,30,35,50,65,1,ST00000131,2936.702705
2678976.649,12,2023-12-05 17:22,890.5741483,104.2893537,510.9106463,24,0.102129259,0.197870741,60.52342184,387.9234218,158.0212926,167.0851703,158.9148297,157.0212926,148.9787074,18.02129259,18.02129259,18.02129259,315.5741483,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0212926,6,6,35,30,35,50,65,1,ST00000131,2936.706162
2678976.818,12,2023-12-05 17:22,890.5791583,104.289479,510.910521,24,0.102104208,0.197895792,60.52314629,387.9231463,158.0210421,167.0841683,158.9158317,157.0210421,148.9789579,18.02104208,18.02104208,18.02104208,315.5791583,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0210421,6,6,35,30,35,50,65,1,ST00000131,2936.709619
2678976.986,12,2023-12-05 17:22,890.5841683,104.2896042,510.9103958,24,0.102079158,0.197920842,60.52287074,387.9228707,158.0207916,167.0831663,158.9168337,157.0207916,148.9792084,18.02079158,18.02079158,18.02079158,315.5841683,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0207916,6,6,35,30,35,50,65,1,ST00000131,2936.713076
2678977.155,12,2023-12-05 17:22,890.5891784,104.2897295,510.9102705,24,0.102054108,0.197945892,60.52259519,387.9225952,158.0205411,167.0821643,158.9178357,157.0205411,148.9794589,18.02054108,18.02054108,18.02054108,315.5891784,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0205411,6,6,35,30,35,50,65,1,ST00000131,2936.716533
2678977.324,12,2023-12-05 17:22,890.5941884,104.2898547,510.9101453,24,0.102029058,0.197970942,60.52231964,387.9223196,158.0202906,167.0811623,158.9188377,157.0202906,148.9797094,18.02029058,18.02029058,18.02029058,315.5941884,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0202906,6,6,35,30,35,50,65,1,ST00000131,2936.71999
2678977.493,12,2023-12-05 17:22,890.5991984,104.28998,510.91002,24,0.102004008,0.197995992,60.52204409,387.9220441,158.0200401,167.0801603,158.9198397,157.0200401,148.9799599,18.02004008,18.02004008,18.02004008,315.5991984,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0200401,6,6,35,30,35,50,65,1,ST00000131,2936.723447
2678977.662,12,2023-12-05 17:22,890.6042084,104.2901052,510.9098948,24,0.101978958,0.198021042,60.52176854,387.9217685,158.0197896,167.0791583,158.9208417,157.0197896,148.9802104,18.01978958,18.01978958,18.01978958,315.6042084,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0197896,6,6,35,30,35,50,65,1,ST00000131,2936.726904
2678977.831,12,2023-12-05 17:22,890.6092184,104.2902305,510.9097695,24,0.101953908,0.198046092,60.52149299,387.921493,158.0195391,167.0781563,158.9218437,157.0195391,148.9804609,18.01953908,18.01953908,18.01953908,315.6092184,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0195391,6,6,35,30,35,50,65,1,ST00000131,2936.730361
2678977.999,12,2023-12-05 17:22,890.6142285,104.2903557,510.9096443,24,0.101928858,0.198071142,60.52121743,387.9212174,158.0192886,167.0771543,158.9228457,157.0192886,148.9807114,18.01928858,18.01928858,18.01928858,315.6142285,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0192886,6,6,35,30,35,50,65,1,ST00000131,2936.733818
2678978.168,12,2023-12-05 17:22,890.6192385,104.290481,510.909519,24,0.101903808,0.198096192,60.52094188,387.9209419,158.0190381,167.0761523,158.9238477,157.0190381,148.9809619,18.01903808,18.01903808,18.01903808,315.6192385,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0190381,6,6,35,30,35,50,65,1,ST00000131,2936.737275
2678978.337,12,2023-12-05 17:23,890.6242485,104.2906062,510.9093938,24,0.101878758,0.198121242,60.52066633,387.9206663,158.0187876,167.0751503,158.9248497,157.0187876,148.9812124,18.01878758,18.01878758,18.01878758,315.6242485,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0187876,6,6,35,30,35,50,65,1,ST00000131,2936.740731
2678978.506,12,2023-12-05 17:23,890.6292585,104.2907315,510.9092685,24,0.101853707,0.198146293,60.52039078,387.9203908,158.0185371,167.0741483,158.9258517,157.0185371,148.9814629,18.01853707,18.01853707,18.01853707,315.6292585,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0185371,6,6,35,30,35,50,65,1,ST00000131,2936.744188
2678978.675,12,2023-12-05 17:23,890.6342685,104.2908567,510.9091433,24,0.101828657,0.198171343,60.52011523,387.9201152,158.0182866,167.0731463,158.9268537,157.0182866,148.9817134,18.01828657,18.01828657,18.01828657,315.6342685,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0182866,6,6,35,30,35,50,65,1,ST00000131,2936.747645
2678978.844,12,2023-12-05 17:23,890.6392786,104.290982,510.909018,24,0.101803607,0.198196393,60.51983968,387.9198397,158.0180361,167.0721443,158.9278557,157.0180361,148.9819639,18.01803607,18.01803607,18.01803607,315.6392786,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0180361,6,6,35,30,35,50,65,1,ST00000131,2936.751102
2678979.013,12,2023-12-05 17:23,890.6442886,104.2911072,510.9088928,24,0.101778557,0.198221443,60.51956413,387.9195641,158.0177856,167.0711423,158.9288577,157.0177856,148.9822144,18.01778557,18.01778557,18.01778557,315.6442886,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0177856,6,6,35,30,35,50,65,1,ST00000131,2936.754559
2678979.181,12,2023-12-05 17:23,890.6492986,104.2912325,510.9087675,24,0.101753507,0.198246493,60.51928858,387.9192886,158.0175351,167.0701403,158.9298597,157.0175351,148.9824649,18.01753507,18.01753507,18.01753507,315.6492986,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0175351,6,6,35,30,35,50,65,1,ST00000131,2936.758016
2678979.35,12,2023-12-05 17:23,890.6543086,104.2913577,510.9086423,24,0.101728457,0.198271543,60.51901303,387.919013,158.0172846,167.0691383,158.9308617,157.0172846,148.9827154,18.01728457,18.01728457,18.01728457,315.6543086,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0172846,6,6,35,30,35,50,65,1,ST00000131,2936.761473
2678979.519,12,2023-12-05 17:23,890.6593186,104.291483,510.908517,24,0.101703407,0.198296593,60.51873747,387.9187375,158.0170341,167.0681363,158.9318637,157.0170341,148.9829659,18.01703407,18.01703407,18.01703407,315.6593186,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0170341,6,6,35,30,35,50,65,1,ST00000131,2936.76493
2678979.688,12,2023-12-05 17:23,890.6643287,104.2916082,510.9083918,24,0.101678357,0.198321643,60.51846192,387.9184619,158.0167836,167.0671343,158.9328657,157.0167836,148.9832164,18.01678357,18.01678357,18.01678357,315.6643287,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0167836,6,6,35,30,35,50,65,1,ST00000131,2936.768387
2678979.857,12,2023-12-05 17:23,890.6693387,104.2917335,510.9082665,24,0.101653307,0.198346693,60.51818637,387.9181864,158.0165331,167.0661323,158.9338677,157.0165331,148.9834669,18.01653307,18.01653307,18.01653307,315.6693387,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0165331,6,6,35,30,35,50,65,1,ST00000131,2936.771844
2678980.026,12,2023-12-05 17:23,890.6743487,104.2918587,510.9081413,24,0.101628257,0.198371743,60.51791082,387.9179108,158.0162826,167.0651303,158.9348697,157.0162826,148.9837174,18.01628257,18.01628257,18.01628257,315.6743487,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0162826,6,6,35,30,35,50,65,1,ST00000131,2936.775301
2678980.194,12,2023-12-05 17:23,890.6793587,104.291984,510.908016,24,0.101603206,0.198396794,60.51763527,387.9176353,158.0160321,167.0641283,158.9358717,157.0160321,148.9839679,18.01603206,18.01603206,18.01603206,315.6793587,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0160321,6,6,35,30,35,50,65,1,ST00000131,2936.778758
2678980.363,12,2023-12-05 17:23,890.6843687,104.2921092,510.9078908,24,0.101578156,0.198421844,60.51735972,387.9173597,158.0157816,167.0631263,158.9368737,157.0157816,148.9842184,18.01578156,18.01578156,18.01578156,315.6843687,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0157816,6,6,35,30,35,50,65,1,ST00000131,2936.782214
2678980.532,12,2023-12-05 17:23,890.6893788,104.2922345,510.9077655,24,0.101553106,0.198446894,60.51708417,387.9170842,158.0155311,167.0621242,158.9378758,157.0155311,148.9844689,18.01553106,18.01553106,18.01553106,315.6893788,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0155311,6,6,35,30,35,50,65,1,ST00000131,2936.785671
2678980.701,12,2023-12-05 17:23,890.6943888,104.2923597,510.9076403,24,0.101528056,0.198471944,60.51680862,387.9168086,158.0152806,167.0611222,158.9388778,157.0152806,148.9847194,18.01528056,18.01528056,18.01528056,315.6943888,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0152806,6,6,35,30,35,50,65,1,ST00000131,2936.789128
2678980.87,12,2023-12-05 17:23,890.6993988,104.292485,510.907515,24,0.101503006,0.198496994,60.51653307,387.9165331,158.0150301,167.0601202,158.9398798,157.0150301,148.9849699,18.01503006,18.01503006,18.01503006,315.6993988,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0150301,6,6,35,30,35,50,65,1,ST00000131,2936.792585
2678981.039,12,2023-12-05 17:23,890.7044088,104.2926102,510.9073898,24,0.101477956,0.198522044,60.51625752,387.9162575,158.0147796,167.0591182,158.9408818,157.0147796,148.9852204,18.01477956,18.01477956,18.01477956,315.7044088,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0147796,6,6,35,30,35,50,65,1,ST00000131,2936.796042
2678981.207,12,2023-12-05 17:23,890.7094188,104.2927355,510.9072645,24,0.101452906,0.198547094,60.51598196,387.915982,158.0145291,167.0581162,158.9418838,157.0145291,148.9854709,18.01452906,18.01452906,18.01452906,315.7094188,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0145291,6,6,35,30,35,50,65,1,ST00000131,2936.799499
2678981.376,12,2023-12-05 17:23,890.7144289,104.2928607,510.9071393,24,0.101427856,0.198572144,60.51570641,387.9157064,158.0142786,167.0571142,158.9428858,157.0142786,148.9857214,18.01427856,18.01427856,18.01427856,315.7144289,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0142786,6,6,35,30,35,50,65,1,ST00000131,2936.802956
2678981.545,12,2023-12-05 17:23,890.7194389,104.292986,510.907014,24,0.101402806,0.198597194,60.51543086,387.9154309,158.0140281,167.0561122,158.9438878,157.0140281,148.9859719,18.01402806,18.01402806,18.01402806,315.7194389,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0140281,6,6,35,30,35,50,65,1,ST00000131,2936.806413
2678981.714,12,2023-12-05 17:23,890.7244489,104.2931112,510.9068888,24,0.101377756,0.198622244,60.51515531,387.9151553,158.0137776,167.0551102,158.9448898,157.0137776,148.9862224,18.01377756,18.01377756,18.01377756,315.7244489,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0137776,6,6,35,30,35,50,65,1,ST00000131,2936.80987
2678981.883,12,2023-12-05 17:23,890.7294589,104.2932365,510.9067635,24,0.101352705,0.198647295,60.51487976,387.9148798,158.0135271,167.0541082,158.9458918,157.0135271,148.9864729,18.01352705,18.01352705,18.01352705,315.7294589,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0135271,6,6,35,30,35,50,65,1,ST00000131,2936.813327
2678982.052,12,2023-12-05 17:23,890.7344689,104.2933617,510.9066383,24,0.101327655,0.198672345,60.51460421,387.9146042,158.0132766,167.0531062,158.9468938,157.0132766,148.9867234,18.01327655,18.01327655,18.01327655,315.7344689,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0132766,6,6,35,30,35,50,65,1,ST00000131,2936.816784
2678982.22,12,2023-12-05 17:23,890.739479,104.293487,510.906513,24,0.101302605,0.198697395,60.51432866,387.9143287,158.0130261,167.0521042,158.9478958,157.0130261,148.9869739,18.01302605,18.01302605,18.01302605,315.739479,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0130261,6,6,35,30,35,50,65,1,ST00000131,2936.82024
2678982.389,12,2023-12-05 17:23,890.744489,104.2936122,510.9063878,24,0.101277555,0.198722445,60.51405311,387.9140531,158.0127756,167.0511022,158.9488978,157.0127756,148.9872244,18.01277555,18.01277555,18.01277555,315.744489,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0127756,6,6,35,30,35,50,65,1,ST00000131,2936.823697
2678982.558,12,2023-12-05 17:23,890.749499,104.2937375,510.9062625,24,0.101252505,0.198747495,60.51377756,387.9137776,158.0125251,167.0501002,158.9498998,157.0125251,148.9874749,18.01252505,18.01252505,18.01252505,315.749499,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0125251,6,6,35,30,35,50,65,1,ST00000131,2936.827154
2678982.727,12,2023-12-05 17:23,890.754509,104.2938627,510.9061373,24,0.101227455,0.198772545,60.513502,387.913502,158.0122745,167.0490982,158.9509018,157.0122745,148.9877255,18.01227455,18.01227455,18.01227455,315.754509,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0122745,6,6,35,30,35,50,65,1,ST00000131,2936.830611
2678982.896,12,2023-12-05 17:23,890.759519,104.293988,510.906012,24,0.101202405,0.198797595,60.51322645,387.9132265,158.012024,167.0480962,158.9519038,157.012024,148.987976,18.01202405,18.01202405,18.01202405,315.759519,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.012024,6,6,35,30,35,50,65,1,ST00000131,2936.834068
2678983.065,12,2023-12-05 17:23,890.7645291,104.2941132,510.9058868,24,0.101177355,0.198822645,60.5129509,387.9129509,158.0117735,167.0470942,158.9529058,157.0117735,148.9882265,18.01177355,18.01177355,18.01177355,315.7645291,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0117735,6,6,35,30,35,50,65,1,ST00000131,2936.837525
2678983.233,12,2023-12-05 17:23,890.7695391,104.2942385,510.9057615,24,0.101152305,0.198847695,60.51267535,387.9126754,158.011523,167.0460922,158.9539078,157.011523,148.988477,18.01152305,18.01152305,18.01152305,315.7695391,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.011523,6,6,35,30,35,50,65,1,ST00000131,2936.840982
2678983.402,12,2023-12-05 17:23,890.7745491,104.2943637,510.9056363,24,0.101127255,0.198872745,60.5123998,387.9123998,158.0112725,167.0450902,158.9549098,157.0112725,148.9887275,18.01127255,18.01127255,18.01127255,315.7745491,160,165,155,153,150,30,25,25,20,0,140,135,90,70,0,0,0,0,0,0,18,4,2,60,60,60,60,0,65,65,40,45,52,100,100,100,120,125,1,10,388.0112725,6,6,35,30,35,50,65,1,ST00000131,2936.844439
